0 // Total objects drawn
NO ID //ID
-90 //x1
-40 //y1
-910// x2
-882 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
1 //isactivated
821 //SSX
841 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

1 // Total objects drawn
NO ID //ID
-90 //x1
-881 //y1
-910// x2
-882 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
821 //SSX
841 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

2 // Total objects drawn
NO ID //ID
-90 //x1
801 //y1
-910// x2
-882 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
821 //SSX
841 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

3 // Total objects drawn
NO ID //ID
-911 //x1
801 //y1
-910// x2
-882 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
821 //SSX
841 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

4 // Total objects drawn
NO ID //ID
-911 //x1
-40 //y1
-910// x2
-882 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
821 //SSX
841 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

5 // Total objects drawn
NO ID //ID
-911 //x1
-881 //y1
-910// x2
-882 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
821 //SSX
841 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

6 // Total objects drawn
NO ID //ID
630 //x1
-40 //y1
-910// x2
-882 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
821 //SSX
841 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

7 // Total objects drawn
NO ID //ID
630 //x1
-881 //y1
-910// x2
-882 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
821 //SSX
841 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

8 // Total objects drawn
NO ID //ID
630 //x1
800 //y1
-910// x2
-882 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
821 //SSX
841 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

9 // Total objects drawn
NO ID //ID
1451 //x1
-881 //y1
-910// x2
-882 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
821 //SSX
841 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

10 // Total objects drawn
NO ID //ID
1451 //x1
-40 //y1
-910// x2
-882 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
821 //SSX
841 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

11 // Total objects drawn
NO ID //ID
1451 //x1
800 //y1
-910// x2
-882 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
821 //SSX
841 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

12 // Total objects drawn
NO ID //ID
605 //x1
395 //y1
888// x2
395 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
35 //SSX
91 //SSY
283 //SSX1
0 //SSY1
0 //isitem
0 //isopen
1 //collide
0 //isobject

13 // Total objects drawn
NO ID //ID
605 //x1
304 //y1
924// x2
304 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
35 //SSX
91 //SSY
319 //SSX1
0 //SSY1
0 //isitem
0 //isopen
1 //collide
0 //isobject

14 // Total objects drawn
NO ID //ID
605 //x1
486 //y1
1137// x2
486 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
35 //SSX
91 //SSY
532 //SSX1
0 //SSY1
0 //isitem
0 //isopen
1 //collide
0 //isobject

15 // Total objects drawn
NO ID //ID
523 //x1
178 //y1
0// x2
0 //y2
0// bmap
1 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
1 //isactivated
62 //SSX
102 //SSY
220 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

16 // Total objects drawn
NO ID //ID
581 //x1
178 //y1
0// x2
0 //y2
0// bmap
1 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
1 //isactivated
62 //SSX
102 //SSY
220 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

17 // Total objects drawn
NO ID //ID
639 //x1
178 //y1
0// x2
0 //y2
0// bmap
1 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
62 //SSX
102 //SSY
220 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

18 // Total objects drawn
NO ID //ID
697 //x1
178 //y1
0// x2
0 //y2
0// bmap
1 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
62 //SSX
102 //SSY
220 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

19 // Total objects drawn
NO ID //ID
730 //x1
-880 //y1
0// x2
0 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
350 //SSX
840 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

20 // Total objects drawn
NO ID //ID
730 //x1
-40 //y1
0// x2
0 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
350 //SSX
840 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

21 // Total objects drawn
NO ID //ID
730 //x1
800 //y1
0// x2
0 //y2
1// bmap
0 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
350 //SSX
841 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
0 //collide
0 //isobject

22 // Total objects drawn
NO ID //ID
-90 //x1
-40 //y1
-910// x2
-882 //y2
0// bmap
1 //mbmap
0 //isdoor
0 //ishouse
0 //ispersistent
0 //isactivated
500 //SSX
6 //SSY
0 //SSX1
0 //SSY1
0 //isitem
0 //isopen
